sku,name,brand,price,currency,in_stock,category,colors
XPRS-00563,Purity PANSY BL Pyramid Hood 90cm – 650 m³/h – LED Lighting,Purity,6799.00,EGP,10,Range Hoods,
XPRS-00564,Purity Chimney Hood 90cm – 850 m³/h – Silver PANSY Pro X 90,Purity,7099.00,EGP,10,Range Hoods,
XPRS-00565,Purity Kitchen Hood 60cm – 650 m³/h – FLATO-60-BL,Purity,7599.00,EGP,10,Range Hoods,
XPRS-00566,Purity T-Shape Hood 90cm – 850 m³/h – FLATO X 90cm,Purity,7599.00,EGP,10,Range Hoods,
XPRS-00567,Purity Chimney Hood 90cm – 1000 m³/h – Silver PANSY Plus 90,Purity,7999.00,EGP,10,Range Hoods,
XPRS-00568,Purity Kitchen Hood 90cm – 650 m³/h – FLATO-90-BL,Purity,8099.00,EGP,10,Range Hoods,
XPRS-00569,Purity Cooker Hood 60cm – 1000 m³/h – Black ETO Pro Plus X 60,Purity,8299.00,EGP,10,Range Hoods,
XPRS-00570,Purity Built-In Hood 60cm – 850 m³/h – Black FLATO-PRO-60,Purity,8599.00,EGP,10,Range Hoods,
XPRS-00571,Purity Cooker Hood 60cm – 1000 m³/h – Black ETO Pro Plus BL 60,Purity,8599.00,EGP,10,Range Hoods,
XPRS-00572,Purity Chimney Hood 90cm – 1000 m³/h – PANSY Pro Plus BL 90,Purity,8999.00,EGP,10,Range Hoods,
XPRS-00573,Purity Built-In Hood 60cm – 850 m³/h – Black FLATO-PRO-BL-60,Purity,9299.00,EGP,10,Range Hoods,
XPRS-00574,Purity Cooker Hood 90cm – 1000 m³/h – Black ETO Pro Plus X 90,Purity,9299.00,EGP,10,Range Hoods,
XPRS-00575,Purity Cooker Hood 90cm – 1000 m³/h – Black ETO Pro Plus BL 90,Purity,9799.00,EGP,10,Range Hoods,
XPRS-00576,Purity Kitchen Suction Hood 90 CM – 750 m³/h – Inox CAPPEINOX90,Purity,10799.00,EGP,10,Range Hoods,
XPRS-00577,"Bosch Kitchen Hood 90cm, 380 m³/h, Stainless Steel - DWP94CC50T",Bosch,12099.00,EGP,10,Range Hoods,Silver
XPRS-00578,"Purity Chimney Hood 60cm, 1000 m³/h – ROSE-PLUS-BL-60CM",Purity,12299.00,EGP,10,Range Hoods,
XPRS-00579,Purity T-Shape Hood 90cm – 1000 m³/h – FLATO Pro Plus Black,Purity,12999.00,EGP,10,Range Hoods,
XPRS-00580,"Purity Chimney Hood 90cm, 1000 m³/h – ROSE-PLUS-BL-90CM",Purity,13299.00,EGP,10,Range Hoods,
XPRS-00581,"Purity Kitchen Hood 60cm, 1000 m³/h – CURVNICEBL60",Purity,14299.00,EGP,10,Range Hoods,
XPRS-00582,"Purity Kitchen Hood 90cm, 1000 m³/h – CURVNICEBL90",Purity,15299.00,EGP,10,Range Hoods,
XPRS-00583,Purity Built-In Hood 60cm – 1000 m³/h – TS Pro Plus X,Purity,15399.00,EGP,10,Range Hoods,
XPRS-00584,Purity Built-In Hood 60cm – 1000 m³/h – TBL Pro Plus BL,Purity,15999.00,EGP,10,Range Hoods,
XPRS-00585,Purity Built-In Hood 60cm – 1000 m³/h – TSD Dark Inox Pro Plus,Purity,16399.00,EGP,10,Range Hoods,
XPRS-00586,Purity Built-In Hood 90cm – 1000 m³/h – TS Pro Plus X,Purity,16399.00,EGP,10,Range Hoods,
XPRS-00587,Purity GL Pro Plus Pyramid Kitchen Hood 90 CM – 1000 m³/h – Black,Purity,16999.00,EGP,10,Range Hoods,
XPRS-00588,Purity Built-In Hood 90cm – 1000 m³/h – TBL Pro Plus BL,Purity,16999.00,EGP,10,Range Hoods,
XPRS-00589,Purity Built-In Hood 90cm – 1000 m³/h – TSD Dark Inox Pro Plus,Purity,17399.00,EGP,10,Range Hoods,
XPRS-00590,Bosch Kitchen Hood 90cm 700 m³/h Touch Control 2 Speeds Glass Black - DWK96PJ60T,Bosch,22999.00,EGP,10,Range Hoods,
XPRS-00591,"Bosch Kitchen Hood 90cm, 700 m³/h, Glass Black - DWK97PJ60T",Bosch,26199.00,EGP,10,Range Hoods,Black
XPRS-00592,"Purity Built-In Kitchen Hood 90cm, 1000 m³/h – Diamond Bl Island Black",Purity,28699.00,EGP,10,Range Hoods,
XPRS-00593,"Bosch Gas Cooker, 5 Burners, 90 cm, Stainless Steel (HGV1F8Y52S)",Bosch,18899.00,EGP,10,Ranges,Black|Silver
XPRS-00594,"Purity Built-In Gas Oven With Grill, 60 CM , 67 Liter, Silver - OPT601GG",Purity,19399.00,EGP,10,Ranges,Silver
XPRS-00595,"Bosch Gas Cooker 5 Burners, 90 * 60 cm, Enamel Stainless Steel (HGV1F8Y50S)",Bosch,20999.00,EGP,10,Ranges,Silver|Black
XPRS-00596,"Unionaire O Signature 3 Gas Cooker – 5 Burners, 90×60 cm, 2 Fans and Full Safety, C69SS-GC-383-ICPSF-1CH-OS3-2W-AL",Unionaire,23099.00,EGP,10,Ranges,Black
XPRS-00597,La Germania Freestanding Cooker 90 x 60 cm 5 Gas Burners with Fan - 9M10G4A1X4AWW,LA GERMANIA,26499.00,EGP,10,Ranges,Black
XPRS-00598,"LA GERMANIA Gas Cooker 5 Burners 90 x 60cm, Stainless (9D10GUB1X4AWW)",LA GERMANIA,26499.00,EGP,10,Ranges,Silver
XPRS-00599,"Purity Gas Cooker 5 Burners 60*90cm, Cast Iron (FRGG9050)",Purity,30699.00,EGP,10,Ranges,White|Black
XPRS-00600,"Bosch Series 8, Gas cooker, 5 Burners, 90 cm, Stainless steel – HIZ5G7W51S",Bosch,33499.00,EGP,10,Ranges,Silver
XPRS-00601,Tornado Refrigerator 355 Liter Inverter No Frost - RF-40FTV,Tornado,23399.00,EGP,10,Refrigerators,Black|Silver|Gray
XPRS-00602,Sharp Refrigerator No Frost 396 Liter Stainless - SJ-48C(ST),Sharp,28399.00,EGP,10,Refrigerators,Silver
XPRS-00603,Bosch NoFrost Combi Refrigerator 330 Liters - Digital Touchscreen - Silver - KGN39NLEE8,Bosch,29499.00,EGP,10,Refrigerators,
XPRS-00604,Tornado No Frost Refrigerator 450L | RF‑580TV,Tornado,30199.00,EGP,10,Refrigerators,Black|Gray
XPRS-00605,"Sharp Refrigerator 385 Liter, No Frost, Inverter, Digital Touch Screen, Stainless - SJ-PV48G-DST",Sharp,32699.00,EGP,10,Refrigerators,Silver
XPRS-00606,Sharp Refrigerator Inverter No Frost 450 Liter Black - SJ-GV58A(BK),Sharp,40599.00,EGP,10,Refrigerators,Black
XPRS-00607,"Bosch, Series 4, free-standing fridge-freezer with freezer at bottom, 483 litres, 186 x 70cm, Brushed steel anti-fingerprint, KGN55VI2E9",Bosch,55499.00,EGP,10,Refrigerators,Silver
XPRS-00608,Bosch Serie 4 free-standing bottom Freezer Refrigerator- 505 liters - Stainless steel - KGN56CI30U,Bosch,61299.00,EGP,10,Refrigerators,Silver
XPRS-00609,EZVIZ CB3 Smart Home Battery Camera -White-Black -2K,EZVIZ,3751.00,EGP,10,Security Cameras,
XPRS-00610,EZVIZ CB8 -2K Smart Home Battery Camera -White -Black -CS-CB8,EZVIZ,6332.00,EGP,10,Security Cameras,
XPRS-00611,Oraimo Smart Watch 6N OSW-8000N - Black,Oraimo,899.00,EGP,10,Smart Watches,
XPRS-00612,Oraimo Watch 5 Smart Watch - Light Chrome Black (OSW-805),Oraimo,999.00,EGP,10,Smart Watches,
XPRS-00613,hoco Smart sports watch Y5 Pro call version - Black,Hoco,1050.00,EGP,10,Smart Watches,
XPRS-00614,"oraimo Watch 5 Lite 2.01"" HD IP68 Smart Watch (OSW-804)",Oraimo,1171.00,EGP,10,Smart Watches,
XPRS-00615,Recci RA45 Smartwatch,Recci,1365.00,EGP,10,Smart Watches,Black|Rose Gold|Silver
XPRS-00616,Mibro Smart Watch C4 - 2.01 Inch TFT - Silvers,Mibro,1649.00,EGP,10,Smart Watches,
XPRS-00617,Oraimo Smart Watch ER OSW-42 1.43 Inch Amoled IP68 - Black,Oraimo,1650.00,EGP,10,Smart Watches,
XPRS-00618,Mibro Smart Watch A3 - 1.39 Inch HD - Gold,Mibro,1899.00,EGP,10,Smart Watches,
XPRS-00619,WiWU Smart Watch SW01 Pro - Black,wiwu,1935.00,EGP,10,Smart Watches,
XPRS-00620,"HOCO Y11 Smart Watch for Men With 2 Straps, AMOLED Display, 1.5 Inch - Black",Hoco,1999.00,EGP,10,Smart Watches,
XPRS-00621,Recci Round Screen Smart Watch RA40,Recci,2470.00,EGP,10,Smart Watches,Black|Aurora Gold
XPRS-00622,KOSPET Orb Smartwatch,KOSPET,2599.00,EGP,10,Smart Watches,Silver|Gray
XPRS-00623,KOSPET Pulse Smartwatch,KOSPET,2699.00,EGP,10,Smart Watches,Silver|Gray
XPRS-00624,Recci RA43 Smartwatch – 1.32” AMOLED Stainless Steel Round Display,Recci,2940.00,EGP,10,Smart Watches,Black|Silver
XPRS-00625,CardoO Watch X Orbit,CardoO,3199.00,EGP,10,Smart Watches,Black|Silver|Desert Gold
XPRS-00626,CardoO Watch X Apex,CardoO,3199.00,EGP,10,Smart Watches,Black|Silver
XPRS-00627,Nothing CMF Watch Pro,CMF,3518.00,EGP,10,Smart Watches,Black|Silver
XPRS-00628,Mibro Smart Watch GS Active - 1.3 Inch Amoled,Mibro,3549.00,EGP,10,Smart Watches,Aurora Gold|Gray
XPRS-00629,Mibro Smart Watch Lite 3 Pro - 1.32 Inch Amoled,Mibro,3715.00,EGP,10,Smart Watches,Rose Gold|Green
XPRS-00630,KOSPET TANK S2 Smartwatch,KOSPET,3999.00,EGP,10,Smart Watches,Light Green|Silver|Pink
XPRS-00631,Nothing CMF Watch Pro 2,CMF,4338.00,EGP,10,Smart Watches,Blue|Gray|Orange 12 F|Black
XPRS-00632,KOSPET TANK T3 ULTRA 2 Smartwatch,KOSPET,4888.00,EGP,10,Smart Watches,Black|Silver
XPRS-00633,Mibro Smart Watch GS Explorer,Mibro,4899.00,EGP,10,Smart Watches,White|Black
XPRS-00634,KOSPET TANK M3 ULTRA Special Edition Dual Band Smartwatch,KOSPET,5299.00,EGP,10,Smart Watches,Black|Silver
XPRS-00635,KOSPET TANK T3 ULTRA 2 Smartwatch Special Edition,KOSPET,5444.00,EGP,10,Smart Watches,Black|Silver
XPRS-00636,KOSPET MAGIC P10 Smartwatch,KOSPET,6666.00,EGP,10,Smart Watches,Black|Silver
XPRS-00637,KOSPET MAGIC R10 Smartwatch,KOSPET,6777.00,EGP,10,Smart Watches,Black|Silver
XPRS-00638,KOSPET TANK M4 Smartwatch,KOSPET,8888.00,EGP,10,Smart Watches,
XPRS-00639,KOSPET TANK T4 Smartwatch,KOSPET,9090.00,EGP,10,Smart Watches,Black|Silver
XPRS-00640,Unionaire Electric Heater 50 Liters Digital With Enamelled Pot White EWH50-C310-V-P-3,Unionaire,3599.00,EGP,10,Space Heaters,White
XPRS-00641,Xiaomi Fan Heater 2000W - White,Xiaomi,4399.00,EGP,10,Space Heaters,White
XPRS-00642,Purity Electric Radiator Black 50*110-750W,Purity,13799.00,EGP,10,Space Heaters,Silver|Gold|Black
XPRS-00643,Oraimo SpaceBox Wireless Speaker 8W FM OBS-382 - Space grey,Oraimo,949.00,EGP,10,Speakers,Black|Gray
XPRS-00644,E-train LED Cylindrical Rechargeable Portable Speaker 10W - Black,E-train,995.00,EGP,10,Speakers,
XPRS-00645,Recci Portable Wireless Speaker RSK-W43,Recci,1025.00,EGP,10,Speakers,Green|Purple
XPRS-00646,Philips 1000 WIireless Speaker - Black,Philips,1055.00,EGP,10,Speakers,Black
XPRS-00647,L'avvento Waterproof Speaker IPX7 SP31B 5.5W 1500mAh TWS Voice Assistance - Black,L'avvento,1171.00,EGP,10,Speakers,
XPRS-00648,l'avvento LED Speaker IPX6 SP315 5W*2 3000mAh USB TF AUX Rope Handle - Black,L'avvento,1171.00,EGP,10,Speakers,
XPRS-00649,hoco Wireless speaker HC7 Pleasant sports portable loudspeaker,Hoco,1407.00,EGP,10,Speakers,Green|Silver|Gray
XPRS-00650,hoco Wireless speaker HC4 Bella sports portable loudspeaker,Hoco,1407.00,EGP,10,Speakers,Blue|Yellow|Red|Black
XPRS-00651,hoco Wireless speaker HC10 Sonar sports portable loudspeaker,Hoco,1526.00,EGP,10,Speakers,Green|Red
XPRS-00652,E-train LED Cube Rechargeable Portable Speaker 10W - Black,E-train,1875.00,EGP,10,Speakers,
XPRS-00653,Glow Wireless Protable Speaker RGB - Black,Cellularline,2879.00,EGP,10,Speakers,Black
XPRS-00654,JBL Go 4,JBL,3056.00,EGP,10,Speakers,Black|Blue|Pink|Purple|Bronze|White|Camouflage
XPRS-00655,JBL Clip 5,JBL,3975.00,EGP,10,Speakers,Black|Blue|White|Pink|Purple|Red|Camouflage
XPRS-00656,Momax Intune Plus 20W Portable Wireless Speaker - Black,momax,5862.00,EGP,10,Speakers,
XPRS-00657,JBL Charge 5 - Black,JBL,7035.00,EGP,10,Speakers,
XPRS-00658,JBL Flip 7 Portable Bluetooth Speaker,JBL,9095.00,EGP,10,Speakers,Black|Blue|Pink|Camouflage|White
XPRS-00659,JBL Charge 6 Portable Bluetooth Speaker,JBL,11699.00,EGP,10,Speakers,Black|Blue|Purple|Bronze|White
XPRS-00660,Anker Rave 3S Speaker - Black,Anker,14999.00,EGP,10,Speakers,
XPRS-00661,JBL PartyBox Encore 2 - Portable speaker with mic,JBL,26270.00,EGP,10,Speakers,Black|Multicolor|Green
XPRS-00662,JBL BoomBox 3 - Squad,JBL,29319.00,EGP,10,Speakers,
XPRS-00663,JBL BoomBox 3 - Black,JBL,29319.00,EGP,10,Speakers,
XPRS-00664,JBL PartyBox 520 - Portable Wireless Speaker - Black,JBL,44566.00,EGP,10,Speakers,Black
XPRS-00665,Oraimo Undo 2 Data Cable OCD-C56 2A USB-A to Type-C 2M - Black,Oraimo,118.00,EGP,10,Storage & Data Transfer Cables,
XPRS-00666,L'avvento USB-C to USB-C Cable Syncing 20V 5A Max 100W 2M - Grey,L'avvento,503.00,EGP,10,Storage & Data Transfer Cables,
XPRS-00667,l'avvento USB-A to Lightning Cable - Black,L'avvento,667.00,EGP,10,Storage & Data Transfer Cables,
XPRS-00668,Maxco MS12CC 240W Fast Charging Data Cable - Black,Maxco,778.00,EGP,10,Storage & Data Transfer Cables,
XPRS-00669,Recci Screen Touch Pen RCS-S10,Recci,265.00,EGP,10,Stylus Pens,White
XPRS-00670,l'avvento USB-C to USB-C Cable 20V 3A 1M - Silver,L'avvento,174.00,EGP,10,System & Power Cables,
XPRS-00671,Momax DC16D ZERO USB-C to USB-C 1m Charging Cable - Black,momax,175.00,EGP,10,System & Power Cables,
XPRS-00672,WIWU cable Wi-C017 USB-C to USB-C 100W - Black,wiwu,219.00,EGP,10,System & Power Cables,Black
XPRS-00673,WiWU TM01 USB-C to Lightning 1.2M Charging Cable -Black,wiwu,281.00,EGP,10,System & Power Cables,
XPRS-00674,RAVPower 60W Silicone USB-C to USB-C Cable 1.2M,RAVPower,382.00,EGP,10,System & Power Cables,Black|White
XPRS-00675,RAVpower 60w Braided USB-C to USB-C Cable - White,RAVPower,466.00,EGP,10,System & Power Cables,
XPRS-00676,RAVPower USB-C to USB-C Cable 2M - Black,RAVPower,496.00,EGP,10,System & Power Cables,
XPRS-00677,L'avvento USB-C To Lightning Cable New Woven 1.2M - Blue,L'avvento,642.00,EGP,10,System & Power Cables,
XPRS-00678,L'avvento USB-C to Lightning Cable syncFast Charge PD 27W 2M - Grey,L'avvento,879.00,EGP,10,System & Power Cables,
XPRS-00679,Pout EYES15BK Tripod Easel TV Stand 32 to 65 Inch Black,Pout,5511.00,EGP,10,TV & Monitor Mounts,Black
XPRS-00680,Pout EYES16BK Quadpod Easel TV Stand 49 to 70 Inch Black,Pout,7739.00,EGP,10,TV & Monitor Mounts,Brown|Black
XPRS-00681,Recci RHO-M09 Holder,Recci,190.00,EGP,10,Tablet Computer Docks & Stands,White
XPRS-00682,MultiAngle Tablet Stand RHO-M23,Recci,1015.00,EGP,10,Tablet Computer Docks & Stands,Silver|Black
XPRS-00683,Lenovo Tab One 4G (4GB RAM / 128GB) Luna Grey,Lenovo,5863.00,EGP,10,Tablet Computers,Gray
XPRS-00684,TCL Tab 11 FE  9465X - 4GB RAM - 128GB - WIFI - Gray,TCL,5990.00,EGP,10,Tablet Computers,Gray
XPRS-00685,Samsung Galaxy Tab A9 4G 4GB 64GB,Samsung,7500.00,EGP,10,Tablet Computers,Silver
XPRS-00686,Infinix Xpad 20 4G 6GB 128GB,Infinix,7999.00,EGP,10,Tablet Computers,Red|Green|Purple
XPRS-00687,Xiaomi Pad SE 8.7 - Wi-Fi Only (6GB RAM / 128GB) Graphite Grey,Xiaomi,8099.00,EGP,10,Tablet Computers,Gray
XPRS-00688,"Nokia T20 Tablet - 10.4-inch, 64GB, 4GB RAM, Single SIM 4G - Ocean Blue",Nokia,8190.00,EGP,10,Tablet Computers,Navy Blue
XPRS-00689,TCL Tab 11 Gen 2  9465X5 - 6GB RAM - 256GB - WIFI - Gray,TCL,8888.00,EGP,10,Tablet Computers,Gray
XPRS-00690,TCL TAB NXTPAPER  9469X  11.5 Inch 8GB 256GB WIFI,TCL,9999.00,EGP,10,Tablet Computers,Gray|Black
XPRS-00691,"Samsung Galaxy Tab A9, WiFi & SIM Card (8GB RAM / 128GB Storage) Silver",Samsung,10199.00,EGP,10,Tablet Computers,Silver
XPRS-00692,Honor Pad X9A WIFI (8GB Ram / 128GB) with Flip cover - Color Gray - (Official warranty),Honor,11840.00,EGP,10,Tablet Computers,Gray|Black
XPRS-00693,Infinix Xpad 20 Pro 8GB Ram 256GB,Infinix,12399.00,EGP,10,Tablet Computers,Blue|Black|Silver
XPRS-00694,Xiaomi Redmi pad 2 (8GB Ram / 256GB) (Local Warranty) Dual SIM 4G,Xiaomi,12769.00,EGP,10,Tablet Computers,Black|Mint Green
XPRS-00695,Honor Pad X9a LTE (8GB Ram / 128GB) with Flip cover - Color Gray (Official Warranty),Honor,13155.00,EGP,10,Tablet Computers,Gray
XPRS-00696,TCL TAB NXTPAPER 14 WIFI 8GB 256GB,TCL,16990.00,EGP,10,Tablet Computers,Black|Gray
XPRS-00697,"Lenovo Tab P12 (12.7"") - 128GB, 4GB RAM, Wi-Fi, Storm Grey - with Pen",Lenovo,16999.00,EGP,10,Tablet Computers,Black
XPRS-00698,Lenovo Tab K11 LTE (8GB Ram / 128GB) (TB330XU),Lenovo,17499.00,EGP,10,Tablet Computers,Gray
XPRS-00699,Lenovo Idea Tab pro Wi-Fi 8GB 256GB Luna Gray Matte Edition With Tab Pen Plus,Lenovo,18243.00,EGP,10,Tablet Computers,Black
XPRS-00700,HONOR Pad 10 12.1-inch WIFI Only - 8GB Ram - 256G8 Storge + keyboard Grey,Honor,18640.00,EGP,10,Tablet Computers,Gray
XPRS-00701,Lenovo Tab Plus Wi-Fi (8GB Ram / 256GB) Luna Gray with Sleeve Case Silver,Lenovo,18762.00,EGP,10,Tablet Computers,Gray|Silver
XPRS-00702,Lenovo IdeaPad Duet 3 (8GB RAM / 128GB SSD) Intel N100 Processor - 11.5 inches Touchscreen - Windows 11 + Keyboard and Pen,Lenovo,19937.00,EGP,10,Tablet Computers,Blue
XPRS-00703,Lenovo Idea Tab pro Wi-Fi (8GB Ram/ 128GB) Luna Gray with Tab Pen Plus,Lenovo,21111.00,EGP,10,Tablet Computers,Black
XPRS-00704,"Infinix Xpad GT - 8GB Ram, 256GB",Infinix,23190.00,EGP,10,Tablet Computers,Gray
XPRS-00705,Huawei MatePad 12X 12GB 256GB With Keyboard - WIFI Paper Matte Edition and Pen,HUAWEI,25799.00,EGP,10,Tablet Computers,White
XPRS-00706,Lenovo Legion Tab Gen 3 Wi-Fi (12GB RAM / 256GB) - 8.8 Inches 165Hz Display (Model: TB321FU),Lenovo,29999.00,EGP,10,Tablet Computers,Black
XPRS-00707,Lenovo YOGA TAB PLUS WI-FI (TB520FU) 16GB RAM/ 256GB Storage,Lenovo,43277.00,EGP,10,Tablet Computers,Teal
XPRS-00708,L'avvento (MP533) Flexible And heave duty - Metal MFI Type-C to Lightning Cable 1M - Black,L'avvento,703.00,EGP,10,Telephone Cables,
XPRS-00709,"Hoho 32 Inch Smart TV , HD LED - HS3206",HOHO,7599.00,EGP,10,Televisions,Black
XPRS-00710,"Hisense 32"" FHD Smart LED TV - 32A4K",Hisense,8699.00,EGP,10,Televisions,Black
XPRS-00711,"Hisense 32"" FHD Smart LED TV - 32A4Q",Hisense,8799.00,EGP,10,Televisions,Black
XPRS-00712,"Samsung 32"" Smart TV , HD LED Built-In Receiver - 32H5000",Samsung,10499.00,EGP,10,Televisions,Black
XPRS-00713,HOHO Smart Television 43 inch HO4306S1,HOHO,12599.00,EGP,10,Televisions,Black
XPRS-00714,"Hisense 43"" FHD Smart LED TV - 43A4K",Hisense,13499.00,EGP,10,Televisions,Black
XPRS-00715,"Hisense 43"" FHD Smart LED TV - 43A4Q",Hisense,13699.00,EGP,10,Televisions,Black
XPRS-00716,"Samsung  43"" Full HD Smart LED TV  Built-in Receiver - 43F6000",Samsung,16999.00,EGP,10,Televisions,Black
XPRS-00717,"Hisense 50"" 4K Smart TV UHD - 50A6N",Hisense,17899.00,EGP,10,Televisions,Black
XPRS-00718,"Samsung  43"" Crystal UHD U8000F 4K Smart TV, Built-in Receiver - 43U8000F",Samsung,19799.00,EGP,10,Televisions,Black
XPRS-00719,"Hisense 55"" 4K Smart TV UHD - 55A6N",Hisense,20599.00,EGP,10,Televisions,Black
XPRS-00720,"Hisense 58"" 4K Smart TV UHD - 58A6N",Hisense,21099.00,EGP,10,Televisions,Black
XPRS-00721,"Samsung  50"" Crystal UHD U8000F 4K Smart TV, Built-in Receiver - 50U8000F",Samsung,21999.00,EGP,10,Televisions,Black
XPRS-00722,"LG 50 Inch Smart TV , 4K UHD LED Built-In Receiver With Magic remote - 50UA851COLA",LG,22999.00,EGP,10,Televisions,Black
XPRS-00723,"Hisense 55"" 4K Smart TV QLED 60Hz - 55Q6N",Hisense,23299.00,EGP,10,Televisions,Black
XPRS-00724,Samsung 55” QLED Ultra HD Certified HDR1000 4K Smart Built-in Receiver  - 55Q6F,Samsung,24899.00,EGP,10,Televisions,Black
XPRS-00725,"Samsung  55"" Crystal UHD U8000F 4K Smart TV, Built-in Receiver - 55U8000F",Samsung,25299.00,EGP,10,Televisions,Black
XPRS-00726,"Hisense 55"" 4K Smart TV QLED 60Hz - 55Q7N",Hisense,25999.00,EGP,10,Televisions,Black
XPRS-00727,"Hisense 65"" 4K Smart TV UHD - 65A6N",Hisense,26999.00,EGP,10,Televisions,Black
XPRS-00728,"Hisense 65"" 4K Smart TV QLED 60Hz - 65Q6N",Hisense,28099.00,EGP,10,Televisions,Black
XPRS-00729,"Samsung  65"" Crystal UHD U8000F 4K Smart TV, Built-in Receiver - 65U8000F",Samsung,30799.00,EGP,10,Televisions,Black
XPRS-00730,LG 65 inch UHD4K Smart TV - 65UA84006LB,LG,30999.00,EGP,10,Televisions,
XPRS-00731,"Hisense 65"" 4K Smart TV QLED 60Hz - 65Q7N",Hisense,32399.00,EGP,10,Televisions,Black
XPRS-00732,"Hisense 75"" 4K Smart TV UHD - 75A6N",Hisense,34599.00,EGP,10,Televisions,Black
XPRS-00733,"Samsung 55"" Neo QLED QN70F 4K Vision AI Smart TV - 55QN70F",Samsung,37299.00,EGP,10,Televisions,Black
XPRS-00734,"Samsung  75"" Crystal UHD U8000F 4K Smart TV, Built-in Receiver - 75U8000F",Samsung,41699.00,EGP,10,Televisions,Black
XPRS-00735,"Samsung 55"" The Frame QLED 4K Art Mode Smart - 55LS03F",Samsung,43899.00,EGP,10,Televisions,Multicolor
XPRS-00736,"Hisense 75"" 4K Smart TV QLED 60Hz - 75Q7N",Hisense,53999.00,EGP,10,Televisions,Black
XPRS-00737,"Samsung 55"" 4K UHD Smart TV OLED with Built In Receiver - QA55S90D",Samsung,54899.00,EGP,10,Televisions,Black
XPRS-00738,"Hisense 85"" 4K Smart TV UHD - 85A6N",Hisense,56199.00,EGP,10,Televisions,Black
XPRS-00739,"Samsung 55"" OLED Smart TV - 55S85F",Samsung,59299.00,EGP,10,Televisions,Black
XPRS-00740,"Samsung  85"" Crystal UHD U8000F 4K Smart TV Built-in Receiver - 85U8000F",Samsung,71299.00,EGP,10,Televisions,Black
XPRS-00741,"Samsung 55"" Neo QLED QN90F 4K Vision AI Smart TV - 55QN90F",Samsung,72599.00,EGP,10,Televisions,Black
XPRS-00742,"Samsung 65"" Neo QLED 8K Smart TV - 65QN800C",Samsung,74299.00,EGP,10,Televisions,Black
XPRS-00743,"Samsung 65"" Neo QLED 8K  Smart TV - 65QN700C",Samsung,85499.00,EGP,10,Televisions,Black
XPRS-00744,"Samsung 65"" OLED 4K Smart TV 144Hz - 65S95C",Samsung,93899.00,EGP,10,Televisions,Black
XPRS-00745,"Samsung 65"" OLED 4K Smart TV 144Hz - 65S95C + Stand Bundle",Samsung,110499.00,EGP,10,Televisions,Black
XPRS-00746,"Xiaomi Mijia Thermos, 1.8 Liter, White - MJBWH01PL",Xiaomi,2199.00,EGP,10,Thermoses,White
XPRS-00747,"Philips 1000 Series Toaster, 2 Slices, 650 Watt, Black - HD2510/91",Philips,2499.00,EGP,10,Toasters,Black
XPRS-00748,i-Aicon HP LaserJet Pro MFP M125/127fn/ fw laserJet Pro M225dn/dw/rdn/M201dw/n,i-Aicon,457.00,EGP,10,Toner & Inkjet Cartridges,Black
XPRS-00749,i-Aicon HP P1100/P1102/M1130/1210MFP/M1132/1002/ 1003/1004/1005/1006/1009/1130/1132/1134/1136/11 37/1138/1139,i-Aicon,457.00,EGP,10,Toner & Inkjet Cartridges,Black
XPRS-00750,i-Aicon HP LaserJet Pro P2030/P2035/2050/P2055 /P2055dn/P2055x/400 M401a/d/n/400 M425dn/dw,i-Aicon,568.00,EGP,10,Toner & Inkjet Cartridges,Black
XPRS-00751,i-Aicon HP LaserJet pro M402n/dn/dw MFP M426 fdn/fdw,i-Aicon,580.00,EGP,10,Toner & Inkjet Cartridges,Black
XPRS-00752,i-Aicon HP Laser 106a/106r/106w Laser MFP 135a/w Laser MFP 137fnw,i-Aicon,627.00,EGP,10,Toner & Inkjet Cartridges,Black
XPRS-00753,i-Aicon HP Laser 107a/107r/107w Laser MFP 135a/w Laser MFP 137fnw,i-Aicon,627.00,EGP,10,Toner & Inkjet Cartridges,
XPRS-00754,i-Aicon HP LaserJet Pro M404n/404dn/404dw HP LaserJet Pro MFP M428dw/M428fdn/M428fdw,i-Aicon,908.00,EGP,10,Toner & Inkjet Cartridges,Black
XPRS-00755,King Smith WalkingPad G1 Foldable Treadmill - Black,King Smith,34600.00,EGP,10,Treadmills,Black
XPRS-00756,Recci 5 in 1 Converter Rh06,Recci,755.00,EGP,10,USB & FireWire Hubs,Silver
XPRS-00757,L'avvento Hub US015 Type-C 5in 1 - 3 USB 3.0 HDMI 4K 87W PD - Grey,L'avvento,1169.00,EGP,10,USB & FireWire Hubs,
XPRS-00758,L'avvento Hub US016 Type-C 5in 1 - 2 USB 2.0 HDMI 4K RJ45 87W PD - Grey,L'avvento,1407.00,EGP,10,USB & FireWire Hubs,
XPRS-00759,L'avvento Hub US017 Type-C 8in 1 - 2 USB 3.0 HDMI 4K VGA TF Card RJ45 87W PD,L'avvento,2168.00,EGP,10,USB & FireWire Hubs,
XPRS-00760,Recci Convert Type-C to Usb RDS-A16C,Recci,170.00,EGP,10,USB Adapters,Gray
XPRS-00761,L'avvento Converter From USB-C Male To USB-C Female And AUX Female 30cm - Black,L'avvento,466.00,EGP,10,USB Adapters,
XPRS-00762,"Oraimo Data Cable USB-A To Lightning 2.4 A, 1M- White",Oraimo,74.00,EGP,10,USB Cables,White
